ID,pre_nom,pre_denom,Precision,re_nom,re_denom,Recall
82.0,3,3,1.0,3,3,1.0
83.0,2,3,0.6666666666666666,2,3,0.6666666666666666
86.0,1,3,0.3333333333333333,1,1,1.0
87.0,2,2,1.0,2,2,1.0
88.0,2,3,0.6666666666666666,2,3,0.6666666666666666
89.0,1,3,0.3333333333333333,1,2,0.5
90.0,2,4,0.5,2,2,1.0
91.0,3,3,1.0,3,3,1.0
92.0,2,2,1.0,2,2,1.0
94.0,3,3,1.0,3,3,1.0
95.0,2,2,1.0,2,2,1.0
96.0,3,3,1.0,3,3,1.0
97.0,2,2,1.0,2,2,1.0
98.0,3,3,1.0,3,3,1.0
99.0,2,2,1.0,2,2,1.0
100.0,2,2,1.0,2,2,1.0
101.0,2,2,1.0,2,2,1.0
102.0,3,3,1.0,3,3,1.0
103.0,2,2,1.0,2,2,1.0
105.0,1,10,0.1,1,2,0.5
106.0,1,3,0.3333333333333333,1,3,0.3333333333333333
107.0,3,3,1.0,3,3,1.0
109.0,4,4,1.0,4,4,1.0
110.0,2,3,0.6666666666666666,2,2,1.0
112.0,2,3,0.6666666666666666,2,2,1.0
113.0,2,2,1.0,2,2,1.0
114.0,4,11,0.36363636363636365,4,5,0.8
115.0,2,2,1.0,2,2,1.0
117.0,1,1,1.0,1,1,1.0
118.0,4,4,1.0,4,4,1.0
120.0,2,3,0.6666666666666666,2,3,0.6666666666666666
123.0,4,4,1.0,4,4,1.0
124.0,1,1,1.0,1,1,1.0
125.0,4,5,0.8,4,4,1.0
126.0,2,4,0.5,2,4,0.5
127.0,1,1,1.0,1,1,1.0
128.0,2,2,1.0,2,2,1.0
129.0,3,3,1.0,3,3,1.0
130.0,1,1,1.0,1,1,1.0
131.0,2,4,0.5,2,3,0.6666666666666666
132.0,3,4,0.75,3,3,1.0
133.0,4,4,1.0,4,4,1.0
134.0,3,3,1.0,3,5,0.6
136.0,2,4,0.5,2,3,0.6666666666666666
137.0,4,4,1.0,4,4,1.0
138.0,2,3,0.6666666666666666,2,2,1.0
139.0,3,3,1.0,3,3,1.0
140.0,4,4,1.0,4,4,1.0
144.0,1,1,1.0,1,1,1.0
147.0,1,1,1.0,1,1,1.0
148.0,2,2,1.0,2,2,1.0
150.0,0,2,0.0,0,2,0.0
152.0,3,4,0.75,3,3,1.0
155.0,5,5,1.0,5,5,1.0
157.0,2,2,1.0,2,2,1.0
159.0,3,3,1.0,3,3,1.0
160.0,0,10,0.0,0,1,0.0
162.0,3,3,1.0,3,3,1.0
163.0,1,1,1.0,1,1,1.0
164.0,2,2,1.0,2,2,1.0
165.0,2,2,1.0,2,2,1.0
166.0,1,1,1.0,1,1,1.0
170.0,0,2,0.0,0,1,0.0
173.0,2,2,1.0,2,2,1.0
176.0,1,1,1.0,1,1,1.0
177.0,2,2,1.0,2,2,1.0
178.0,1,1,1.0,1,1,1.0
179.0,3,3,1.0,3,3,1.0
180.0,4,4,1.0,4,4,1.0
181.0,1,3,0.3333333333333333,1,2,0.5
182.0,1,1,1.0,1,2,0.5
183.0,4,4,1.0,4,4,1.0
186.0,1,1,1.0,1,1,1.0
190.0,5,5,1.0,5,5,1.0
191.0,2,2,1.0,2,2,1.0
192.0,2,2,1.0,2,2,1.0
193.0,3,3,1.0,3,3,1.0
196.0,2,2,1.0,2,2,1.0
197.0,1,1,1.0,1,1,1.0
198.0,2,3,0.6666666666666666,2,3,0.6666666666666666
199.0,3,3,1.0,3,3,1.0
200.0,2,2,1.0,2,2,1.0
202.0,3,3,1.0,3,3,1.0
203.0,3,3,1.0,3,3,1.0
204.0,2,2,1.0,2,2,1.0
205.0,0,1,0.0,0,0,0.0
206.0,3,3,1.0,3,3,1.0
207.0,1,1,1.0,1,1,1.0
208.0,2,2,1.0,2,2,1.0
209.0,4,4,1.0,4,4,1.0
211.0,2,3,0.6666666666666666,2,4,0.5
212.0,3,3,1.0,3,3,1.0
214.0,1,2,0.5,1,2,0.5
215.0,1,1,1.0,1,1,1.0
216.0,2,2,1.0,2,2,1.0
219.0,2,2,1.0,2,2,1.0
220.0,3,7,0.42857142857142855,3,4,0.75
222.0,1,2,0.5,1,2,0.5
223.0,1,1,1.0,1,1,1.0
229.0,1,1,1.0,1,1,1.0
230.0,1,10,0.1,1,2,0.5
231.0,3,3,1.0,3,3,1.0
232.0,4,6,0.6666666666666666,4,5,0.8
233.0,4,6,0.6666666666666666,4,4,1.0
234.0,1,3,0.3333333333333333,1,2,0.5
235.0,3,3,1.0,3,3,1.0
236.0,4,6,0.6666666666666666,4,4,1.0
237.0,1,1,1.0,1,1,1.0
238.0,2,2,1.0,2,2,1.0
239.0,3,3,1.0,3,3,1.0
240.0,0,3,0.0,0,0,0.0
241.0,3,5,0.6,3,5,0.6
242.0,2,2,1.0,2,2,1.0
243.0,2,2,1.0,2,2,1.0
246.0,5,6,0.8333333333333334,5,6,0.8333333333333334
247.0,0,1,0.0,0,1,0.0
248.0,2,4,0.5,2,3,0.6666666666666666
249.0,0,10,0.0,0,0,0.0
251.0,1,1,1.0,1,1,1.0
252.0,3,3,1.0,3,4,0.75
254.0,4,4,1.0,4,4,1.0
256.0,1,1,1.0,1,1,1.0
257.0,2,3,0.6666666666666666,2,3,0.6666666666666666
259.0,3,3,1.0,3,3,1.0
260.0,4,4,1.0,4,4,1.0
262.0,3,4,0.75,3,4,0.75
263.0,1,1,1.0,1,1,1.0
264.0,2,2,1.0,2,2,1.0
266.0,2,2,1.0,2,2,1.0
267.0,1,2,0.5,1,2,0.5
268.0,4,5,0.8,4,5,0.8
270.0,2,3,0.6666666666666666,2,3,0.6666666666666666
271.0,1,1,1.0,1,1,1.0
272.0,3,10,0.3,3,4,0.75
273.0,0,1,0.0,0,0,0.0
274.0,1,1,1.0,1,1,1.0
275.0,2,3,0.6666666666666666,2,2,1.0
277.0,2,3,0.6666666666666666,2,2,1.0
278.0,4,4,1.0,4,4,1.0
279.0,3,4,0.75,3,5,0.6
281.0,2,2,1.0,2,2,1.0
282.0,4,4,1.0,4,4,1.0
284.0,2,4,0.5,2,5,0.4
285.0,1,2,0.5,1,2,0.5
286.0,1,1,1.0,1,1,1.0
287.0,4,4,1.0,4,4,1.0
288.0,4,4,1.0,4,5,0.8
291.0,3,3,1.0,3,3,1.0
294.0,1,10,0.1,1,1,1.0
296.0,1,1,1.0,1,1,1.0
297.0,1,1,1.0,1,2,0.5
298.0,3,3,1.0,3,3,1.0
299.0,3,3,1.0,3,3,1.0
300.0,2,6,0.3333333333333333,2,5,0.4
301.0,3,3,1.0,3,3,1.0
302.0,1,1,1.0,1,1,1.0
303.0,1,2,0.5,1,1,1.0
304.0,3,3,1.0,3,3,1.0
305.0,1,2,0.5,1,2,0.5
306.0,1,2,0.5,1,2,0.5
307.0,0,2,0.0,0,3,0.0
308.0,1,2,0.5,1,2,0.5
309.0,1,1,1.0,1,1,1.0
311.0,1,4,0.25,1,3,0.3333333333333333
312.0,5,7,0.7142857142857143,5,6,0.8333333333333334
313.0,3,4,0.75,3,4,0.75
314.0,3,6,0.5,3,4,0.75
315.0,2,2,1.0,2,2,1.0
316.0,3,10,0.3,3,3,1.0
318.0,3,6,0.5,3,4,0.75
319.0,3,3,1.0,3,3,1.0
320.0,0,4,0.0,0,0,0.0
321.0,1,1,1.0,1,1,1.0
322.0,2,5,0.4,2,5,0.4
323.0,4,8,0.5,4,5,0.8
324.0,4,4,1.0,4,4,1.0
326.0,1,1,1.0,1,1,1.0
327.0,2,3,0.6666666666666666,2,2,1.0
328.0,1,4,0.25,1,4,0.25
330.0,2,10,0.2,2,2,1.0
332.0,2,5,0.4,2,4,0.5
333.0,2,2,1.0,2,2,1.0
334.0,4,4,1.0,4,4,1.0
335.0,3,3,1.0,3,3,1.0
336.0,2,10,0.2,2,3,0.6666666666666666
338.0,5,6,0.8333333333333334,5,6,0.8333333333333334
339.0,2,4,0.5,2,4,0.5
342.0,1,1,1.0,1,1,1.0
343.0,1,3,0.3333333333333333,1,1,1.0
344.0,2,3,0.6666666666666666,2,3,0.6666666666666666
345.0,1,1,1.0,1,1,1.0
346.0,3,3,1.0,3,3,1.0
347.0,4,10,0.4,4,5,0.8
348.0,4,5,0.8,4,5,0.8
349.0,5,5,1.0,5,5,1.0
350.0,4,4,1.0,4,4,1.0
351.0,2,2,1.0,2,2,1.0
352.0,1,1,1.0,1,1,1.0
353.0,9,9,1.0,9,9,1.0
354.0,2,2,1.0,2,2,1.0
355.0,0,10,0.0,0,2,0.0
356.0,2,3,0.6666666666666666,2,2,1.0
357.0,1,2,0.5,1,2,0.5
358.0,1,1,1.0,1,1,1.0
361.0,1,1,1.0,1,1,1.0
362.0,3,3,1.0,3,3,1.0
363.0,1,1,1.0,1,1,1.0
364.0,1,3,0.3333333333333333,1,2,0.5
365.0,1,4,0.25,1,2,0.5
366.0,1,4,0.25,1,2,0.5
367.0,3,3,1.0,3,3,1.0
368.0,2,2,1.0,2,2,1.0
369.0,2,2,1.0,2,2,1.0
370.0,2,3,0.6666666666666666,2,2,1.0
371.0,1,2,0.5,1,1,1.0
373.0,2,5,0.4,2,4,0.5
374.0,2,4,0.5,2,3,0.6666666666666666
375.0,3,5,0.6,3,4,0.75
376.0,2,5,0.4,2,3,0.6666666666666666
377.0,4,5,0.8,4,4,1.0
378.0,3,3,1.0,3,3,1.0
379.0,1,5,0.2,1,3,0.3333333333333333
380.0,5,5,1.0,5,5,1.0
381.0,3,3,1.0,3,3,1.0
383.0,3,3,1.0,3,3,1.0
384.0,3,3,1.0,3,3,1.0
385.0,1,1,1.0,1,1,1.0
388.0,2,4,0.5,2,4,0.5
389.0,2,4,0.5,2,3,0.6666666666666666
390.0,1,1,1.0,1,1,1.0
391.0,3,4,0.75,3,4,0.75
392.0,3,3,1.0,3,3,1.0
393.0,3,4,0.75,3,3,1.0
394.0,3,3,1.0,3,5,0.6
396.0,4,4,1.0,4,4,1.0
397.0,0,10,0.0,0,0,0.0
398.0,3,5,0.6,3,3,1.0
399.0,2,2,1.0,2,3,0.6666666666666666
401.0,2,2,1.0,2,2,1.0
402.0,3,3,1.0,3,3,1.0
404.0,1,1,1.0,1,1,1.0
407.0,3,3,1.0,3,3,1.0
409.0,4,4,1.0,4,4,1.0
410.0,5,7,0.7142857142857143,5,5,1.0
412.0,2,2,1.0,2,2,1.0
414.0,3,3,1.0,3,3,1.0
416.0,2,4,0.5,2,3,0.6666666666666666
417.0,3,4,0.75,3,3,1.0
419.0,3,3,1.0,3,3,1.0
420.0,1,1,1.0,1,1,1.0
421.0,2,3,0.6666666666666666,2,3,0.6666666666666666
422.0,4,5,0.8,4,4,1.0
423.0,3,5,0.6,3,3,1.0
424.0,3,4,0.75,3,4,0.75
425.0,5,6,0.8333333333333334,5,5,1.0
426.0,2,2,1.0,2,2,1.0
427.0,3,3,1.0,3,3,1.0
428.0,2,2,1.0,2,2,1.0
429.0,3,3,1.0,3,3,1.0
430.0,1,11,0.09090909090909091,1,1,1.0
431.0,4,4,1.0,4,4,1.0
432.0,2,3,0.6666666666666666,2,3,0.6666666666666666
433.0,3,6,0.5,3,5,0.6
434.0,2,2,1.0,2,2,1.0
435.0,2,2,1.0,2,2,1.0
436.0,3,6,0.5,3,5,0.6
437.0,3,4,0.75,3,4,0.75
438.0,4,4,1.0,4,4,1.0
439.0,4,4,1.0,4,4,1.0
440.0,3,3,1.0,3,3,1.0
441.0,5,6,0.8333333333333334,5,6,0.8333333333333334
442.0,3,4,0.75,3,4,0.75
443.0,3,4,0.75,3,3,1.0
444.0,1,2,0.5,1,2,0.5
445.0,2,3,0.6666666666666666,2,3,0.6666666666666666
447.0,2,2,1.0,2,2,1.0
448.0,4,4,1.0,4,4,1.0
449.0,1,2,0.5,1,2,0.5
450.0,2,2,1.0,2,2,1.0
451.0,3,5,0.6,3,4,0.75
453.0,2,3,0.6666666666666666,2,4,0.5
454.0,1,1,1.0,1,1,1.0
455.0,5,6,0.8333333333333334,5,5,1.0
456.0,6,11,0.5454545454545454,6,8,0.75
457.0,1,3,0.3333333333333333,1,2,0.5
458.0,2,4,0.5,2,3,0.6666666666666666
459.0,1,2,0.5,1,3,0.3333333333333333
460.0,5,5,1.0,5,5,1.0
461.0,1,4,0.25,1,3,0.3333333333333333
462.0,2,2,1.0,2,2,1.0
463.0,0,0,0.0,0,1,0.0
464.0,2,2,1.0,2,2,1.0
465.0,3,3,1.0,3,3,1.0
466.0,1,1,1.0,1,1,1.0
467.0,1,2,0.5,1,1,1.0
468.0,3,3,1.0,3,3,1.0
469.0,2,2,1.0,2,2,1.0
470.0,2,3,0.6666666666666666,2,2,1.0
471.0,5,5,1.0,5,5,1.0
472.0,1,3,0.3333333333333333,1,2,0.5
473.0,2,2,1.0,2,2,1.0
474.0,4,4,1.0,4,4,1.0
475.0,1,1,1.0,1,1,1.0
477.0,3,3,1.0,3,3,1.0
478.0,2,3,0.6666666666666666,2,2,1.0
480.0,1,1,1.0,1,1,1.0
481.0,1,2,0.5,1,2,0.5
482.0,4,4,1.0,4,4,1.0
483.0,3,3,1.0,3,3,1.0
484.0,6,6,1.0,6,6,1.0
486.0,2,2,1.0,2,2,1.0
488.0,0,10,0.0,0,0,0.0
489.0,4,4,1.0,4,4,1.0
490.0,2,2,1.0,2,2,1.0
491.0,4,4,1.0,4,4,1.0
492.0,2,2,1.0,2,3,0.6666666666666666
493.0,2,2,1.0,2,2,1.0
494.0,2,3,0.6666666666666666,2,3,0.6666666666666666
496.0,3,3,1.0,3,3,1.0
497.0,5,5,1.0,5,5,1.0
498.0,3,3,1.0,3,3,1.0
499.0,3,3,1.0,3,3,1.0
500.0,1,4,0.25,1,5,0.2
501.0,5,5,1.0,5,5,1.0
502.0,1,3,0.3333333333333333,1,2,0.5
503.0,4,4,1.0,4,4,1.0
504.0,1,1,1.0,1,1,1.0
505.0,5,5,1.0,5,5,1.0
506.0,0,3,0.0,0,1,0.0
507.0,3,3,1.0,3,3,1.0
508.0,0,10,0.0,0,0,0.0
509.0,2,2,1.0,2,2,1.0
510.0,4,4,1.0,4,4,1.0
512.0,2,2,1.0,2,2,1.0
513.0,3,5,0.6,3,5,0.6
515.0,4,4,1.0,4,4,1.0
516.0,1,1,1.0,1,1,1.0
517.0,2,2,1.0,2,2,1.0
518.0,1,1,1.0,1,1,1.0
519.0,3,3,1.0,3,3,1.0
521.0,3,3,1.0,3,3,1.0
522.0,1,1,1.0,1,1,1.0
523.0,1,2,0.5,1,1,1.0
526.0,0,2,0.0,0,0,0.0
527.0,3,4,0.75,3,4,0.75
528.0,1,3,0.3333333333333333,1,2,0.5
529.0,2,4,0.5,2,3,0.6666666666666666
530.0,2,3,0.6666666666666666,2,3,0.6666666666666666
531.0,3,3,1.0,3,3,1.0
532.0,3,3,1.0,3,3,1.0
533.0,0,2,0.0,0,1,0.0
534.0,1,1,1.0,1,1,1.0
535.0,3,4,0.75,3,3,1.0
536.0,4,4,1.0,4,4,1.0
537.0,1,1,1.0,1,1,1.0
538.0,3,4,0.75,3,3,1.0
540.0,4,4,1.0,4,4,1.0
541.0,3,4,0.75,3,3,1.0
543.0,2,2,1.0,2,2,1.0
544.0,1,1,1.0,1,1,1.0
545.0,1,1,1.0,1,1,1.0
546.0,3,3,1.0,3,3,1.0
547.0,2,2,1.0,2,2,1.0
548.0,2,2,1.0,2,2,1.0
549.0,3,4,0.75,3,3,1.0
550.0,2,2,1.0,2,2,1.0
551.0,3,3,1.0,3,3,1.0
552.0,2,2,1.0,2,2,1.0
553.0,2,2,1.0,2,2,1.0
554.0,3,3,1.0,3,3,1.0
555.0,4,4,1.0,4,4,1.0
557.0,3,4,0.75,3,3,1.0
558.0,1,2,0.5,1,2,0.5
559.0,0,10,0.0,0,0,0.0
560.0,3,3,1.0,3,3,1.0
561.0,2,2,1.0,2,2,1.0
562.0,3,3,1.0,3,3,1.0
564.0,3,5,0.6,3,3,1.0
565.0,4,4,1.0,4,4,1.0
566.0,2,2,1.0,2,2,1.0
567.0,1,1,1.0,1,1,1.0
568.0,1,2,0.5,1,1,1.0
569.0,1,6,0.16666666666666666,1,4,0.25
570.0,2,2,1.0,2,2,1.0
571.0,2,3,0.6666666666666666,2,3,0.6666666666666666
573.0,2,2,1.0,2,2,1.0
575.0,1,1,1.0,1,1,1.0
576.0,3,4,0.75,3,3,1.0
577.0,0,10,0.0,0,0,0.0
579.0,1,1,1.0,1,1,1.0
581.0,3,5,0.6,3,3,1.0
583.0,1,1,1.0,1,1,1.0
584.0,1,1,1.0,1,1,1.0
585.0,2,2,1.0,2,2,1.0
586.0,2,4,0.5,2,3,0.6666666666666666
587.0,3,3,1.0,3,3,1.0
588.0,1,1,1.0,1,1,1.0
591.0,1,1,1.0,1,1,1.0
593.0,1,1,1.0,1,1,1.0
597.0,2,3,0.6666666666666666,2,4,0.5
598.0,1,1,1.0,1,1,1.0
601.0,0,10,0.0,0,0,0.0
602.0,3,3,1.0,3,3,1.0
603.0,3,4,0.75,3,3,1.0
605.0,2,2,1.0,2,2,1.0
608.0,0,1,0.0,0,2,0.0
609.0,2,3,0.6666666666666666,2,3,0.6666666666666666
611.0,5,6,0.8333333333333334,5,5,1.0
612.0,3,5,0.6,3,4,0.75
613.0,3,4,0.75,3,4,0.75
616.0,2,2,1.0,2,2,1.0
617.0,3,4,0.75,3,3,1.0
619.0,2,4,0.5,2,5,0.4
621.0,2,2,1.0,2,3,0.6666666666666666
622.0,3,3,1.0,3,3,1.0
623.0,3,3,1.0,3,3,1.0
624.0,1,10,0.1,1,2,0.5
625.0,1,2,0.5,1,1,1.0
626.0,3,3,1.0,3,3,1.0
627.0,3,5,0.6,3,4,0.75
628.0,3,3,1.0,3,4,0.75
629.0,1,1,1.0,1,1,1.0
630.0,2,2,1.0,2,2,1.0
631.0,2,2,1.0,2,2,1.0
632.0,2,2,1.0,2,2,1.0
634.0,1,1,1.0,1,1,1.0
635.0,3,3,1.0,3,3,1.0
636.0,4,4,1.0,4,4,1.0
637.0,3,3,1.0,3,3,1.0
638.0,2,10,0.2,2,2,1.0
640.0,3,3,1.0,3,3,1.0
641.0,1,10,0.1,1,3,0.3333333333333333
642.0,3,3,1.0,3,3,1.0
643.0,4,4,1.0,4,4,1.0
644.0,4,4,1.0,4,4,1.0
646.0,5,6,0.8333333333333334,5,5,1.0
647.0,1,1,1.0,1,1,1.0
648.0,1,4,0.25,1,2,0.5
649.0,4,5,0.8,4,5,0.8
650.0,4,5,0.8,4,6,0.6666666666666666
651.0,1,1,1.0,1,1,1.0
652.0,0,10,0.0,0,3,0.0
653.0,3,3,1.0,3,4,0.75
654.0,2,7,0.2857142857142857,2,7,0.2857142857142857
655.0,4,4,1.0,4,4,1.0
657.0,2,3,0.6666666666666666,2,2,1.0
658.0,3,3,1.0,3,3,1.0
659.0,3,3,1.0,3,3,1.0
660.0,5,6,0.8333333333333334,5,6,0.8333333333333334
661.0,2,3,0.6666666666666666,2,4,0.5
662.0,3,5,0.6,3,4,0.75
663.0,1,5,0.2,1,5,0.2
666.0,3,4,0.75,3,4,0.75
667.0,3,5,0.6,3,3,1.0
669.0,3,4,0.75,3,3,1.0
670.0,4,4,1.0,4,4,1.0
671.0,2,2,1.0,2,2,1.0
672.0,1,1,1.0,1,1,1.0
673.0,4,4,1.0,4,4,1.0
674.0,1,1,1.0,1,1,1.0
675.0,3,3,1.0,3,3,1.0
676.0,4,6,0.6666666666666666,4,5,0.8
678.0,1,1,1.0,1,2,0.5
679.0,3,3,1.0,3,3,1.0
680.0,2,3,0.6666666666666666,2,3,0.6666666666666666
683.0,2,2,1.0,2,2,1.0
684.0,1,3,0.3333333333333333,1,2,0.5
685.0,4,5,0.8,4,4,1.0
686.0,2,2,1.0,2,2,1.0
687.0,2,3,0.6666666666666666,2,3,0.6666666666666666
688.0,3,3,1.0,3,3,1.0
690.0,3,3,1.0,3,3,1.0
691.0,3,3,1.0,3,3,1.0
692.0,0,3,0.0,0,1,0.0
695.0,2,3,0.6666666666666666,2,3,0.6666666666666666
696.0,2,2,1.0,2,2,1.0
697.0,1,2,0.5,1,2,0.5
698.0,3,4,0.75,3,3,1.0
699.0,1,1,1.0,1,1,1.0
700.0,4,4,1.0,4,4,1.0
701.0,2,2,1.0,2,2,1.0
702.0,2,3,0.6666666666666666,2,3,0.6666666666666666
703.0,3,5,0.6,3,4,0.75
704.0,1,1,1.0,1,1,1.0
708.0,2,2,1.0,2,2,1.0
709.0,2,2,1.0,2,2,1.0
710.0,1,2,0.5,1,1,1.0
711.0,3,3,1.0,3,3,1.0
712.0,1,1,1.0,1,1,1.0
713.0,1,1,1.0,1,1,1.0
714.0,2,2,1.0,2,3,0.6666666666666666
716.0,2,3,0.6666666666666666,2,3,0.6666666666666666
718.0,3,3,1.0,3,4,0.75
720.0,2,2,1.0,2,2,1.0
722.0,5,5,1.0,5,5,1.0
723.0,1,2,0.5,1,1,1.0
724.0,1,1,1.0,1,1,1.0
725.0,2,2,1.0,2,2,1.0
726.0,3,4,0.75,3,4,0.75
727.0,5,5,1.0,5,5,1.0
729.0,2,3,0.6666666666666666,2,3,0.6666666666666666
730.0,4,4,1.0,4,4,1.0
732.0,2,10,0.2,2,3,0.6666666666666666
734.0,0,10,0.0,0,0,0.0
735.0,3,4,0.75,3,3,1.0
736.0,1,1,1.0,1,1,1.0
739.0,1,5,0.2,1,4,0.25
742.0,2,2,1.0,2,2,1.0
743.0,2,2,1.0,2,2,1.0
744.0,1,1,1.0,1,1,1.0
745.0,1,1,1.0,1,1,1.0
746.0,2,7,0.2857142857142857,2,3,0.6666666666666666
747.0,2,2,1.0,2,2,1.0
748.0,3,3,1.0,3,3,1.0
750.0,2,2,1.0,2,2,1.0
752.0,2,2,1.0,2,2,1.0
753.0,1,1,1.0,1,1,1.0
754.0,1,3,0.3333333333333333,1,2,0.5
755.0,1,1,1.0,1,1,1.0
756.0,2,2,1.0,2,2,1.0
757.0,1,1,1.0,1,2,0.5
758.0,2,2,1.0,2,2,1.0
759.0,0,1,0.0,0,1,0.0
763.0,3,3,1.0,3,3,1.0
764.0,4,5,0.8,4,5,0.8
765.0,4,4,1.0,4,5,0.8
766.0,0,2,0.0,0,2,0.0
767.0,3,5,0.6,3,4,0.75
768.0,2,4,0.5,2,3,0.6666666666666666
769.0,5,6,0.8333333333333334,5,5,1.0
770.0,5,5,1.0,5,5,1.0
776.0,1,1,1.0,1,2,0.5
777.0,3,4,0.75,3,3,1.0
780.0,3,3,1.0,3,3,1.0
781.0,1,2,0.5,1,2,0.5
782.0,2,2,1.0,2,2,1.0
783.0,2,2,1.0,2,2,1.0
784.0,3,3,1.0,3,3,1.0
785.0,2,4,0.5,2,3,0.6666666666666666
